,release_date,domestic_gross
0,"Dec 18, 2009","$760,507,625"
1,"May 20, 2011","$241,063,875"
2,"Jun 7, 2019","$42,762,350"
3,"May 1, 2015","$459,005,868"
4,"Dec 15, 2017","$620,181,382"
5,"Dec 18, 2015","$936,662,225"
6,"Apr 27, 2018","$678,815,482"
7,"May 24, 2007","$309,420,425"
8,"Nov 17, 2017","$229,024,295"
9,"Nov 6, 2015","$200,074,175"
10,"Jul 20, 2012","$448,139,099"
11,"May 25, 2018","$213,767,512"
12,"Jul 2, 2013","$89,302,115"
13,"Mar 9, 2012","$73,058,679"
14,"Nov 24, 2010","$200,821,936"
15,"May 4, 2007","$336,530,303"
16,"May 6, 2016","$408,084,349"
17,"Mar 25, 2016","$330,360,194"
18,"Dec 14, 2012","$303,003,568"
19,"Jul 15, 2009","$302,089,278"
20,"Dec 13, 2013","$258,366,855"
21,"Dec 17, 2014","$255,119,788"
22,"Apr 14, 2017","$225,764,765"
23,"Jun 28, 2006","$200,120,000"
24,"May 26, 2017","$172,558,876"
25,"Nov 14, 2008","$169,368,427"
26,"May 4, 2012","$623,279,547"
27,"Jul 7, 2006","$423,315,812"
28,"Jun 14, 2013","$291,045,518"
29,"May 16, 2008","$141,621,490"
30,"Jul 3, 2012","$262,030,663"
31,"May 18, 2012","$65,233,400"
32,"Jun 21, 2017","$130,168,683"
33,"Jun 12, 2015","$652,270,625"
34,"May 25, 2012","$179,020,854"
35,"Jun 24, 2009","$402,111,870"
36,"Jun 27, 2014","$245,439,076"
37,"May 26, 2006","$234,362,462"
38,"May 14, 2010","$105,487,148"
39,"Dec 14, 2005","$218,080,025"
40,"Dec 7, 2007","$70,107,728"
41,"Feb 16, 2018","$700,059,566"
42,"Dec 19, 1997","$659,363,944"
43,"Jun 15, 2018","$608,581,744"
44,"Dec 16, 2016","$532,177,324"
45,"Jun 17, 2016","$486,295,561"
46,"Jun 18, 2010","$415,004,880"
47,"May 3, 2013","$408,992,272"
48,"May 5, 2017","$389,813,101"
49,"Jun 30, 2004","$373,524,485"
50,"Mar 5, 2010","$334,191,110"
51,"Nov 8, 2012","$304,360,277"
52,"Jun 21, 2013","$268,488,329"
53,"Mar 8, 2013","$234,770,996"
54,"May 23, 2014","$233,921,534"
55,"May 2, 2014","$202,853,933"
56,"Jun 24, 2011","$191,450,875"
57,"Dec 17, 2010","$172,062,763"
58,"Nov 13, 2009","$166,112,167"
59,"Nov 16, 2018","$159,555,901"
60,"May 21, 2009","$125,322,469"
61,"Jun 17, 2011","$116,601,172"
62,"May 28, 2010","$90,759,676"
63,"Jun 29, 2011","$352,390,543"
64,"Jun 9, 2017","$80,101,125"
65,"Mar 1, 2013","$65,187,603"
66,"Apr 3, 2015","$353,007,020"
67,"May 16, 2013","$228,778,661"
68,"Jun 21, 2013","$202,359,711"
69,"May 10, 2013","$144,840,419"
70,"Nov 6, 2009","$137,855,863"
71,"Jul 12, 2013","$101,802,906"
72,"Nov 25, 2015","$123,087,120"
73,"May 2, 2008","$318,604,126"
74,"Jul 18, 2008","$533,720,947"
75,"May 22, 2008","$317,101,119"
76,"Jun 22, 2012","$237,282,182"
77,"Mar 10, 2017","$168,052,812"
78,"Jul 22, 2016","$158,848,340"
79,"Oct 6, 2017","$92,054,159"
80,"May 24, 2019","$246,734,314"
81,"Nov 3, 2017","$315,058,289"
82,"Dec 9, 2005","$291,710,957"
83,"May 30, 2014","$241,407,328"
84,"Nov 18, 2016","$234,037,575"
85,"Jun 27, 2008","$223,808,164"
86,"Aug 10, 2007","$140,125,968"
87,"Jul 1, 2016","$126,643,061"
88,"Nov 23, 2011","$73,864,507"
89,"Jul 21, 2017","$40,479,370"
90,"Feb 6, 2015","$47,482,519"
91,"Jul 27, 2018","$220,159,104"
92,"May 27, 2016","$155,442,489"
93,"Aug 10, 2018","$145,443,742"
94,"Jun 6, 2014","$100,206,256"
95,"Mar 8, 2019","$426,525,952"
96,"Apr 15, 2016","$364,001,123"
97,"Jun 19, 2015","$356,461,711"
98,"Jul 7, 2017","$334,201,140"
99,"Aug 5, 2016","$325,100,054"
100,"May 29, 2009","$293,004,164"
101,"Nov 22, 2017","$209,726,015"
102,"Nov 21, 2018","$201,091,711"
103,"Mar 27, 2009","$198,351,526"
104,"Jun 16, 2017","$152,901,115"
105,"Aug 7, 2009","$150,201,498"
106,"Jun 30, 1999","$113,805,681"
107,"Aug 1, 2008","$102,491,776"
108,"Jun 22, 2007","$100,289,690"
109,"Jul 28, 1995","$88,246,220"
110,"May 12, 2017","$39,175,066"
111,"Dec 25, 2013","$38,362,475"
112,"Jun 22, 2018","$417,719,760"
113,"Aug 1, 2014","$333,172,112"
114,"May 7, 2010","$312,433,331"
115,"Apr 4, 2014","$259,746,958"
116,"Jul 11, 2014","$208,545,589"
117,"Nov 10, 2004","$187,224,605"
118,"Jun 1, 2012","$155,136,755"
119,"Jul 1, 2003","$150,358,296"
120,"May 7, 2004","$120,150,546"
121,"Mar 29, 2019","$113,883,318"
122,"May 22, 2015","$93,436,322"
123,"Feb 14, 2019","$85,710,210"
124,"May 31, 2019","$85,576,941"
125,"May 27, 2016","$77,042,381"
126,"May 21, 2010","$238,736,787"
127,"Nov 4, 2016","$232,641,920"
128,"Nov 7, 2014","$222,527,828"
129,"Mar 26, 2010","$217,581,232"
130,"Nov 2, 2012","$189,412,677"
131,"Nov 5, 2014","$188,017,894"
132,"Jun 24, 2016","$103,144,286"
133,"Jul 29, 2011","$100,368,560"
134,"Mar 17, 2017","$504,014,165"
135,"Dec 21, 2018","$335,061,807"
136,"May 17, 2007","$322,719,944"
137,"Jul 16, 2010","$292,576,195"
138,"Nov 20, 2015","$281,723,902"
139,"May 24, 2013","$238,679,850"
140,"May 16, 2014","$200,676,069"
141,"Jun 3, 2011","$146,408,305"
142,"Dec 25, 2008","$127,509,326"
143,"Jul 14, 2010","$63,150,991"
144,"May 12, 2006","$60,674,817"
145,"Jun 10, 2016","$47,225,655"
146,"Sep 30, 2016","$61,433,527"
147,"Dec 10, 2010","$104,386,950"
148,"Jul 1, 2015","$89,760,956"
149,"Mar 23, 2018","$59,874,525"
150,"Nov 24, 2004","$34,297,191"
151,"Jul 14, 2017","$146,880,162"
152,"May 25, 2001","$198,539,855"
153,"Jul 2, 2007","$319,246,193"
154,"Jun 2, 2017","$412,563,408"
155,"Nov 22, 2013","$400,738,009"
156,"Mar 4, 2016","$341,268,248"
157,"Jul 11, 2007","$292,137,260"
158,"Nov 18, 2005","$290,201,752"
159,"May 15, 2003","$281,553,689"
160,"Dec 14, 2007","$256,393,010"
161,"Nov 23, 2016","$248,757,044"
162,"Jul 1, 2008","$227,946,274"
163,"Jul 15, 2005","$206,459,076"
164,"Jun 29, 2007","$206,445,654"
165,"Nov 8, 2013","$206,362,140"
166,"Jun 15, 2005","$205,343,774"
167,"Jul 31, 2015","$195,042,377"
168,"Jul 21, 2017","$190,068,280"
169,"May 6, 2011","$181,030,624"
170,"Nov 7, 2008","$180,174,880"
171,"May 1, 2009","$179,883,157"
172,"May 22, 2009","$177,243,721"
173,"May 26, 2011","$165,249,063"
174,"May 15, 2015","$153,636,354"
175,"May 10, 2019","$139,507,806"
176,"Nov 5, 2003","$139,270,910"
177,"Mar 29, 2018","$137,690,172"
178,"Nov 4, 2005","$135,386,665"
179,"May 5, 2006","$133,501,348"
180,"May 15, 2009","$133,375,846"
181,"May 14, 2004","$133,298,577"
182,"Jul 1, 2010","$131,772,187"
183,"Nov 2, 2007","$126,631,277"
184,"Jul 24, 2009","$119,436,770"
185,"Nov 21, 2008","$114,053,579"
186,"Mar 30, 2012","$83,670,083"
187,"Nov 16, 2007","$82,280,579"
188,"May 11, 2012","$79,727,149"
189,"Jun 28, 2013","$73,103,784"
190,"Feb 12, 2010","$62,189,884"
191,"Feb 17, 2017","$45,157,105"
192,"Oct 9, 2015","$35,088,320"
193,"Mar 11, 2011","$21,392,758"
194,"Dec 31, 2020",$0
195,"Nov 3, 2006","$64,665,672"
196,"Jun 8, 2012","$216,391,482"
197,"Dec 16, 2011","$209,397,903"
198,"Jun 13, 2014","$177,002,924"
199,"Jun 16, 1999","$171,091,819"
200,"Mar 7, 2014","$111,506,430"
201,"Nov 21, 2012","$103,412,758"
202,"Apr 8, 2005","$68,671,925"
203,"Jul 15, 2016","$128,350,574"
204,"Nov 22, 2002","$160,942,139"
205,"Jul 9, 2003","$305,411,224"
206,"May 8, 2009","$257,730,019"
207,"Jul 1, 1998","$201,578,182"
208,"Jul 3, 2002","$190,418,803"
209,"Jul 22, 2011","$176,654,505"
210,"Jan 29, 2016","$143,528,619"
211,"Jul 10, 1998","$130,444,603"
212,"Mar 27, 2013","$122,523,060"
213,"Dec 5, 2003","$111,110,575"
214,"Dec 21, 2005","$110,550,000"
215,"Dec 12, 2014","$65,014,513"
216,"Jul 1, 2016","$55,483,770"
217,"Feb 26, 2016","$31,153,464"
218,"May 3, 2002","$403,706,375"
219,"Mar 6, 2009","$107,509,799"
220,"Jul 29, 2005","$32,116,746"
221,"Jun 13, 2008","$134,806,913"
222,"Jun 20, 2003","$132,177,234"
223,"Jul 11, 2001","$32,131,830"
224,"Nov 16, 2012","$292,324,737"
225,"Mar 22, 2013","$187,168,425"
226,"Dec 25, 2015","$183,637,894"
227,"Nov 19, 1999","$126,930,660"
228,"Mar 4, 2011","$123,477,607"
229,"Nov 14, 2003","$93,926,386"
230,"Jul 17, 2013","$83,028,130"
231,"Jun 3, 2016","$82,051,601"
232,"Nov 18, 2011","$64,006,466"
233,"Jul 28, 2006","$63,478,838"
234,"Nov 2, 2018","$54,858,851"
235,"Jun 29, 2005","$234,280,354"
236,"Nov 26, 2014","$83,350,911"
237,"Nov 22, 2013","$424,668,047"
238,"Jun 4, 2004","$249,757,726"
239,"Aug 3, 2007","$227,471,070"
240,"Jul 6, 2018","$216,648,740"
241,"Jun 6, 2008","$215,434,591"
242,"Jul 17, 2015","$180,202,163"
243,"Mar 27, 2015","$177,397,510"
244,"Dec 19, 2018","$171,958,438"
245,"Oct 28, 2011","$149,260,504"
246,"Nov 5, 2010","$148,415,853"
247,"Jul 18, 2003","$138,540,870"
248,"Apr 11, 2014","$131,538,435"
249,"Jul 23, 2010","$118,311,368"
250,"Mar 28, 2014","$101,200,044"
251,"Dec 21, 2011","$77,591,831"
252,"May 31, 2013","$60,522,097"
253,"Nov 26, 2008","$49,554,002"
254,"Jul 19, 2013","$33,618,855"
255,"Feb 22, 2019","$160,791,800"
256,"Nov 18, 2011","$281,287,133"
257,"May 19, 2000","$137,748,063"
258,"Mar 3, 2017","$226,277,068"
259,"Dec 19, 2014","$113,746,621"
260,"Jul 15, 2011","$381,193,157"
261,"Nov 21, 2014","$337,135,885"
262,"Nov 16, 2001","$317,871,467"
263,"Nov 19, 2010","$296,131,568"
264,"May 19, 2006","$217,536,138"
265,"May 2, 2003","$214,949,694"
266,"Apr 29, 2011","$210,031,325"
267,"Aug 8, 2014","$191,204,754"
268,"Dec 16, 2011","$186,848,418"
269,"May 28, 2004","$186,740,799"
270,"Mar 31, 2017","$175,003,033"
271,"Apr 1, 2010","$163,214,888"
272,"Nov 4, 2016","$153,707,064"
273,"May 19, 1998","$136,314,294"
274,"Jun 8, 2012","$126,477,084"
275,"Aug 10, 2012","$113,203,870"
276,"Jun 20, 1997","$107,325,195"
277,"Jul 13, 2018","$68,420,120"
278,"Aug 3, 2012","$58,877,969"
279,"Dec 21, 2016","$54,647,948"
280,"Jan 13, 2017","$33,370,166"
281,"Aug 27, 1999","$32,698,899"
282,"Nov 17, 2000","$260,044,825"
283,"May 24, 2000","$215,409,889"
284,"Jun 30, 2000","$182,618,434"
285,"Jul 29, 2016","$162,192,920"
286,"Jun 15, 2007","$131,921,738"
287,"Nov 21, 2012","$124,987,022"
288,"Feb 16, 2007","$115,802,596"
289,"Apr 13, 2018","$101,028,233"
290,"Jun 27, 2003","$100,814,328"
291,"Aug 9, 2013","$93,050,117"
292,"Apr 19, 2013","$89,107,235"
293,"Mar 24, 2017","$85,364,450"
294,"Jul 19, 2002","$64,956,806"
295,"Feb 12, 2014","$58,607,007"
296,"Jun 11, 2004","$57,712,751"
297,"Aug 7, 2015","$56,117,548"
298,"May 9, 2008","$43,945,766"
299,"Jul 22, 2005","$35,818,913"
300,"Dec 17, 2010","$30,212,620"
301,"Jun 23, 2010","$76,423,035"
302,"Oct 5, 2018","$213,511,408"
303,"May 19, 1999","$474,544,677"
304,"May 19, 2005","$380,270,577"
305,"May 16, 2002","$310,676,740"
306,"Nov 2, 2001","$289,423,425"
307,"Jul 26, 2013","$132,556,852"
308,"Feb 7, 1997","$67,163,857"
309,"Apr 22, 2016","$48,003,015"
310,"Jun 14, 2002","$40,914,068"
311,"Jul 4, 2008","$999,811"
312,"Dec 25, 2010","$42,779,261"
313,"Dec 15, 2017","$84,410,380"
314,"May 18, 2018","$324,591,735"
315,"Oct 4, 2013","$274,092,705"
316,"Dec 22, 2006","$250,863,268"
317,"Jun 10, 2005","$186,336,279"
318,"May 29, 2015","$155,190,832"
319,"Jul 29, 2011","$142,614,158"
320,"Jun 27, 2007","$134,529,403"
321,"Mar 20, 2015","$130,179,072"
322,"Dec 10, 2004","$125,531,634"
323,"Dec 19, 1997","$125,304,276"
324,"Jun 28, 2000","$113,330,342"
325,"Mar 7, 2014","$106,580,051"
326,"Dec 17, 2004","$102,608,827"
327,"Dec 21, 2016","$100,014,699"
328,"Jan 14, 2011","$98,780,042"
329,"Sep 30, 2016","$87,242,834"
330,"Oct 7, 2011","$85,463,309"
331,"Jun 11, 2010","$77,222,099"
332,"Jul 31, 2013","$71,017,784"
333,"Mar 18, 2016","$66,184,051"
334,"Jun 12, 2009","$65,452,312"
335,"Nov 1, 2013","$61,737,191"
336,"Apr 2, 2004","$50,026,353"
337,"Jun 13, 1997","$48,097,081"
338,"May 6, 2005","$47,398,413"
339,"Mar 31, 2017","$40,563,557"
340,"Jun 16, 2004","$24,004,159"
341,"Jun 14, 2019","$3,100,000"
342,"Dec 19, 2001","$315,544,750"
343,"Nov 21, 2003","$101,018,283"
344,"Dec 25, 2001","$58,183,966"
345,"Oct 2, 2015","$228,433,663"
346,"Nov 23, 2016","$40,098,064"
347,"Jul 16, 2004","$144,801,023"
348,"Dec 17, 1999","$140,015,224"
349,"Nov 25, 2009","$104,400,899"
350,"Mar 7, 2008","$94,784,201"
351,"Jul 22, 2016","$64,063,008"
352,"Apr 27, 2001","$6,712,451"
353,"Sep 22, 2017","$100,234,838"
354,"Jun 9, 2000","$101,643,008"
355,"May 5, 2000","$187,683,805"
356,"May 23, 2013","$112,200,072"
357,"Mar 9, 2018","$100,478,608"
358,"Jul 1, 2009","$97,104,620"
359,"Nov 17, 2006","$167,365,000"
360,"Jun 21, 2002","$132,024,714"
361,"Dec 21, 2018","$127,195,589"
362,"Oct 26, 2012","$27,108,272"
363,"Nov 15, 2002","$262,233,381"
364,"Jul 2, 1991","$203,464,105"
365,"Jun 16, 1995","$184,031,112"
366,"Jul 27, 2001","$180,011,740"
367,"Nov 19, 2004","$173,005,002"
368,"Dec 25, 2012","$162,805,434"
369,"Dec 22, 2010","$148,438,600"
370,"Jul 15, 1994","$146,282,411"
371,"Nov 2, 2007","$130,164,645"
372,"Sep 18, 2009","$124,870,275"
373,"Aug 6, 2010","$119,219,978"
374,"Dec 17, 2004","$118,627,117"
375,"Dec 25, 2013","$116,900,694"
376,"May 24, 2013","$107,518,682"
377,"Jun 21, 1996","$101,295,562"
378,"Jun 21, 1996","$100,138,851"
379,"Dec 15, 2000","$89,296,573"
380,"Aug 17, 2012","$85,028,192"
381,"Oct 16, 2009","$77,233,467"
382,"Dec 15, 2006","$75,030,163"
383,"Jul 25, 2014","$72,688,614"
384,"Dec 10, 2010","$67,631,157"
385,"Nov 24, 1999","$66,889,043"
386,"Jun 11, 2004","$59,475,623"
387,"Jun 8, 2007","$58,867,694"
388,"Dec 8, 2006","$57,377,916"
389,"Sep 24, 2010","$55,675,313"
390,"Nov 7, 1997","$54,768,952"
391,"Jun 5, 2009","$49,438,370"
392,"Dec 25, 2003","$48,417,850"
393,"Mar 15, 2019","$45,216,793"
394,"Jul 23, 2004","$40,202,379"
395,"Aug 15, 2014","$39,322,544"
396,"Nov 27, 2002","$38,120,554"
397,"Mar 12, 2010","$35,497,337"
398,"Oct 20, 2017","$33,700,160"
399,"Dec 25, 2015","$28,782,481"
400,"Dec 11, 2015","$25,020,758"
401,"Apr 18, 2014","$23,022,309"
402,"Feb 18, 2005","$17,018,422"
403,"Dec 14, 2018","$15,951,040"
404,"Aug 16, 2002","$4,411,102"
405,"Jan 20, 2012","$311,434"
406,"Nov 6, 2015","$130,178,411"
407,"Feb 8, 2019","$105,806,508"
408,"Nov 21, 2018","$30,824,628"
409,"May 4, 2001","$202,007,640"
410,"Dec 20, 2002","$77,730,500"
411,"May 19, 2017","$74,262,031"
412,"Mar 13, 2015","$201,151,353"
413,"Jul 13, 2012","$161,321,843"
414,"Dec 28, 2001","$108,638,745"
415,"May 27, 2010","$95,347,692"
416,"Feb 12, 2010","$88,768,303"
417,"Aug 10, 2012","$86,907,746"
418,"Nov 12, 2010","$81,562,942"
419,"May 9, 1997","$63,570,862"
420,"Mar 31, 2000","$50,802,661"
421,"Dec 11, 2009","$44,114,232"
422,"Aug 19, 2016","$26,410,477"
423,"Feb 6, 2015","$17,725,785"
424,"May 30, 2003","$380,529,370"
425,"Dec 17, 2003","$377,845,905"
426,"Dec 18, 2002","$342,548,984"
427,"Jun 15, 2001","$131,144,183"
428,"Feb 13, 2015","$128,261,724"
429,"Jul 18, 2001","$181,166,115"
430,"Aug 5, 2011","$176,760,185"
431,"Feb 14, 2008","$71,195,053"
432,"Nov 5, 2004","$261,441,092"
433,"Feb 14, 2013","$67,349,198"
434,"Apr 9, 2004","$22,406,362"
435,"Dec 22, 1995","$10,017,322"
436,"Dec 25, 2013","$58,236,838"
437,"Dec 20, 2017","$404,508,916"
438,"Jul 1, 1997","$250,690,539"
439,"Nov 19, 1999","$245,852,179"
440,"Aug 3, 2001","$226,164,286"
441,"Dec 25, 2009","$209,028,679"
442,"Jul 1, 2009","$196,573,705"
443,"Dec 14, 2018","$190,173,195"
444,"Jul 21, 2000","$155,464,351"
445,"Apr 15, 2011","$143,619,809"
446,"Oct 6, 2006","$132,384,315"
447,"Nov 3, 2000","$125,305,545"
448,"Jun 19, 1998","$120,620,254"
449,"Aug 13, 2008","$110,515,313"
450,"Dec 20, 2011","$102,515,793"
451,"Jul 11, 1997","$100,920,329"
452,"Jun 6, 2008","$100,018,837"
453,"May 19, 1995","$100,012,499"
454,"Sep 23, 2016","$93,432,655"
455,"Dec 18, 2015","$85,886,987"
456,"Jun 8, 2001","$84,052,762"
457,"Dec 25, 2008","$83,107,829"
458,"Jul 24, 2015","$78,765,986"
459,"Jun 29, 2001","$78,616,689"
460,"Nov 26, 2003","$75,817,994"
461,"Aug 4, 2000","$73,209,340"
462,"Apr 22, 2005","$72,708,161"
463,"Aug 7, 2013","$68,559,554"
464,"Jul 25, 2003","$65,653,758"
465,"Jun 10, 2016","$65,075,540"
466,"Nov 21, 2001","$62,362,560"
467,"Apr 4, 1997","$61,363,304"
468,"Mar 10, 2000","$60,874,615"
469,"Mar 16, 2018","$58,250,803"
470,"Dec 17, 1999","$58,220,776"
471,"Jul 7, 2004","$51,877,963"
472,"Apr 25, 1997","$47,546,796"
473,"Mar 26, 1997","$42,885,593"
474,"Jul 19, 2002","$35,168,966"
475,"Aug 19, 2011","$21,295,021"
476,"Oct 21, 2011","$20,377,913"
477,"Apr 21, 2017","$8,224,288"
478,"Nov 24, 2010","$195,459"
479,"Dec 13, 2017",$0
480,"Dec 31, 2019",$0
481,"May 10, 1996","$241,688,385"
482,"Jun 3, 2005","$61,649,911"
483,"Sep 14, 2018","$51,024,708"
484,"Jul 8, 2005","$154,696,080"
485,"Feb 9, 2001","$165,092,266"
486,"Jul 25, 2003","$120,277,854"
487,"Dec 22, 2000","$233,632,142"
488,"Nov 17, 2006","$198,000,317"
489,"Dec 7, 2001","$183,417,150"
490,"Jul 23, 2004","$176,087,450"
491,"Jul 25, 1997","$172,956,409"
492,"Apr 3, 2009","$155,064,265"
493,"Mar 14, 2008","$154,529,439"
494,"Mar 21, 2014","$150,947,895"
495,"Sep 28, 2012","$148,313,048"
496,"Apr 5, 2019","$139,606,856"
497,"Nov 21, 2007","$127,706,877"
498,"Feb 10, 2012","$126,181,630"
499,"Jul 20, 2007","$119,725,280"
500,"Jun 8, 2007","$117,144,465"
501,"Dec 25, 2009","$112,735,375"
502,"Nov 20, 1998","$111,549,836"
503,"Sep 29, 2006","$85,105,259"
504,"Nov 4, 2011","$78,046,570"
505,"Nov 22, 2000","$66,941,559"
506,"Mar 30, 2012","$64,935,167"
507,"Dec 8, 2006","$63,280,000"
508,"Jun 16, 2006","$62,615,510"
509,"Dec 9, 2005","$57,010,853"
510,"Mar 16, 2001","$51,396,781"
511,"Jun 18, 1993","$50,016,394"
512,"Sep 26, 2003","$47,641,743"
513,"Nov 23, 2011","$46,462,469"
514,"Jan 20, 2017","$44,898,413"
515,"Nov 13, 1998","$44,650,003"
516,"Jul 30, 2010","$43,585,753"
517,"Feb 8, 2002","$40,048,332"
518,"Mar 15, 2002","$37,948,765"
519,"Jun 30, 1995","$34,687,912"
520,"Mar 2, 2007","$33,080,084"
521,"Aug 13, 2010","$31,611,316"
522,"Mar 28, 2003","$31,111,260"
523,"May 9, 1997","$28,681,080"
524,"Dec 20, 2017","$174,340,174"
525,"Jun 14, 2002","$153,294,164"
526,"Jul 28, 2000","$123,307,945"
527,"Jul 19, 2013","$53,262,560"
528,"Jun 23, 2006","$137,355,633"
529,"Dec 15, 2006","$82,985,708"
530,"Feb 14, 2008","$80,172,128"
531,"Jul 11, 2008","$75,986,503"
532,"May 27, 2005","$158,119,460"
533,"Aug 13, 2010","$103,068,524"
534,"Nov 17, 2000","$34,543,701"
535,"Feb 21, 2020",$0
536,"May 23, 2003","$242,704,995"
537,"Mar 23, 2012","$408,010,692"
538,"May 26, 2011","$254,464,305"
539,"May 21, 1996","$180,981,886"
540,"Feb 10, 2017","$175,750,384"
541,"Sep 25, 2015","$169,700,110"
542,"Jun 18, 1992","$162,833,635"
543,"May 7, 1999","$155,385,488"
544,"May 19, 2006","$155,019,340"
545,"Jun 21, 2002","$145,771,527"
546,"May 8, 1998","$140,464,664"
547,"Jul 12, 2013","$133,668,525"
548,"Dec 16, 2011","$133,107,389"
549,"Jun 20, 2008","$130,319,208"
550,"Mar 11, 2005","$128,200,012"
551,"Feb 19, 2010","$128,012,934"
552,"Dec 12, 2003","$124,685,242"
553,"Nov 26, 2008","$120,146,040"
554,"Jun 27, 1997","$112,276,146"
555,"Dec 25, 2008","$110,101,975"
556,"Jul 12, 2002","$104,054,514"
557,"Feb 11, 2011","$103,028,109"
558,"Feb 14, 2003","$102,543,518"
559,"Sep 26, 2008","$101,440,743"
560,"Jun 6, 1997","$101,117,573"
561,"Dec 17, 2010","$100,246,011"
562,"Dec 25, 2003","$95,632,614"
563,"Jan 15, 2010","$94,835,059"
564,"Nov 26, 1997","$92,993,801"
565,"Jul 23, 1999","$91,188,905"
566,"Nov 15, 1996","$90,463,534"
567,"Oct 17, 2014","$85,817,906"
568,"Sep 28, 2018","$83,240,103"
569,"Feb 10, 2006","$82,226,474"
570,"Jul 8, 2011","$80,360,866"
571,"Dec 12, 2008","$79,366,978"
572,"Aug 8, 1997","$76,118,990"
573,"Jun 12, 1998","$74,339,294"
574,"May 24, 2002","$73,215,310"
575,"Jun 8, 2001","$69,772,969"
576,"Dec 31, 1999","$69,610,858"
577,"Apr 3, 1998","$69,117,629"
578,"Jul 30, 2004","$65,948,711"
579,"Nov 22, 2006","$64,038,616"
580,"Jun 7, 2019","$63,795,655"
581,"Jun 24, 2005","$63,313,159"
582,"Mar 8, 2002","$56,684,819"
583,"Oct 2, 1998","$55,485,043"
584,"Dec 25, 1998","$50,632,037"
585,"Oct 28, 2005","$45,575,336"
586,"Nov 10, 2000","$39,442,871"
587,"Sep 25, 2009","$38,577,772"
588,"Jun 8, 2001","$38,311,134"
589,"Aug 26, 2005","$37,899,638"
590,"Dec 13, 1996","$37,771,017"
591,"Apr 14, 2006","$37,384,046"
592,"Dec 20, 2013","$36,076,121"
593,"Dec 22, 2000","$34,566,746"
594,"Dec 6, 1996","$32,908,290"
595,"Oct 23, 2015","$27,367,660"
596,"Feb 21, 2014","$23,169,033"
597,"May 12, 2000","$21,471,685"
598,"Nov 14, 2003","$20,950,820"
599,"Dec 18, 2009","$19,676,965"
600,"Nov 26, 2003","$19,480,739"
601,"Apr 22, 2010","$19,422,319"
602,"Nov 25, 1998","$18,319,860"
603,"Dec 25, 1997","$17,650,704"
604,"Nov 10, 2000","$17,480,890"
605,"Jan 12, 2007","$15,132,763"
606,"Aug 17, 2007","$15,074,191"
607,"Sep 2, 2005","$1,900,451"
608,"Jun 15, 1994","$421,785,283"
609,"Feb 10, 2012","$103,860,290"
610,"Nov 11, 2011","$74,158,157"
611,"Dec 21, 2001","$170,708,996"
612,"Sep 27, 2013","$119,793,567"
613,"Oct 4, 2002","$92,955,420"
614,"Mar 5, 2004","$67,286,731"
615,"Jul 11, 2003","$66,465,204"
616,"Aug 20, 2004","$41,814,863"
617,"Dec 31, 2012",$0
618,"Feb 12, 2016","$1,311,213"
619,"Jan 22, 2019",$0
620,"Jul 20, 2018","$102,084,362"
621,"Jul 3, 2013","$368,065,385"
622,"Jun 6, 2003","$127,120,058"
623,"Dec 25, 2006","$35,552,383"
624,"Jun 30, 2000","$26,000,610"
625,"Jul 8, 2016","$368,384,330"
626,"Jul 2, 1996","$306,169,255"
627,"Nov 9, 2018","$270,620,950"
628,"Dec 21, 2016","$270,329,045"
629,"Jun 30, 2017","$264,624,300"
630,"May 22, 1997","$229,086,679"
631,"Mar 31, 2006","$195,330,621"
632,"May 27, 2005","$193,595,521"
633,"Jun 25, 2010","$162,001,186"
634,"Oct 1, 2004","$161,412,000"
635,"Jul 14, 2000","$157,299,717"
636,"Jun 27, 2008","$134,508,551"
637,"Jun 7, 1996","$134,069,511"
638,"Feb 13, 2004","$120,776,832"
639,"Jul 20, 2007","$118,871,849"
640,"May 31, 2013","$117,723,989"
641,"Dec 15, 2006","$103,365,956"
642,"Aug 3, 2018","$99,215,042"
643,"Jul 23, 1999","$97,387,965"
644,"Nov 11, 2011","$83,504,017"
645,"Jun 18, 2004","$77,073,959"
646,"Feb 18, 2005","$75,976,178"
647,"Jul 21, 2006","$73,661,010"
648,"Dec 8, 2000","$68,473,360"
649,"Dec 21, 2007","$66,661,095"
650,"Apr 16, 1999","$64,062,587"
651,"Mar 4, 2005","$55,849,401"
652,"Dec 23, 2005","$47,379,090"
653,"Jun 4, 2010","$47,059,963"
654,"Aug 14, 2015","$45,445,109"
655,"Mar 7, 2003","$43,632,458"
656,"Jul 21, 2006","$42,285,169"
657,"Dec 17, 2004","$42,044,321"
658,"Oct 12, 2001","$41,523,271"
659,"Dec 17, 1999","$39,251,128"
660,"Jul 7, 1995","$37,361,412"
661,"Mar 25, 2011","$36,392,502"
662,"Mar 11, 2005","$34,636,443"
663,"Oct 28, 2016","$34,343,574"
664,"Jun 13, 2003","$30,207,785"
665,"Jun 16, 2000","$22,751,979"
666,"Dec 17, 2004","$21,009,180"
667,"Oct 23, 1998","$14,623,082"
668,"Jan 15, 1999","$14,010,690"
669,"Feb 23, 2001","$5,409,517"
670,"Aug 30, 2019",$0
671,"Dec 31, 2019",$0
672,"Jul 10, 2015","$336,045,770"
673,"Feb 6, 2015","$162,994,032"
674,"Nov 22, 2000","$94,999,143"
675,"Aug 4, 2006","$148,213,377"
