,release_date,domestic_gross
2811,"Oct 26, 2001","$15,652,637"
2812,"Jan 8, 2010","$15,285,588"
2813,"Jul 25, 2014","$15,160,801"
2814,"Jul 10, 2009","$14,800,725"
2815,"Jul 24, 1981","$13,747,234"
2816,"Mar 30, 2001","$13,491,653"
2817,"May 22, 1981","$13,400,000"
2818,"Jan 31, 2014","$13,371,528"
2819,"Aug 30, 2013","$10,501,938"
2820,"Sep 26, 1997","$8,038,061"
2821,"Oct 15, 2004","$7,739,049"
2822,"Mar 22, 1989","$7,190,505"
2823,"Feb 21, 1986","$6,734,844"
2824,"Jan 15, 2010","$6,617,867"
2825,"Jun 26, 1981","$6,000,000"
2826,"Sep 30, 1994","$5,828,466"
2827,"Jun 6, 2008","$5,705,761"
2828,"Oct 8, 2008","$5,700,626"
2829,"Jun 25, 1982","$5,675,599"
2830,"Aug 20, 2010","$4,806,750"
2831,"Dec 25, 1996","$4,501,094"
2832,"Apr 11, 2014","$4,438,438"
2833,"Dec 29, 1995","$4,100,000"
2834,"Mar 18, 2016","$3,712,282"
2835,"Nov 25, 2016","$3,500,605"
2836,"Sep 27, 2013","$3,419,967"
2837,"Sep 19, 2003","$3,203,044"
2838,"Feb 23, 1996","$2,483,790"
2839,"Mar 17, 2017","$2,402,004"
2840,"Dec 30, 2009","$2,222,862"
2841,"Apr 25, 1986","$1,305,114"
2842,"Mar 1, 2013","$1,034,589"
2843,"Apr 26, 2002","$676,698"
2844,"Apr 24, 2009","$315,000"
2845,"Sep 24, 1999","$229,311"
2846,"Oct 15, 2010","$145,526"
2847,"Sep 22, 2006","$70,644"
2848,"Dec 31, 2008",$0
2849,"Apr 15, 2016",$0
2850,"Nov 14, 2014",$0
2851,"Apr 8, 2008",$0
2852,"Aug 22, 2014",$0
2853,"Feb 19, 2016",$0
2854,"Jun 28, 1985","$6,905,861"
2855,"Jul 13, 2012","$49,521"
2856,"Aug 17, 2007","$121,463,226"
2857,"Feb 20, 2009","$90,508,336"
2858,"Feb 14, 2008","$58,017,783"
2859,"Jan 13, 2006","$51,386,611"
2860,"Dec 22, 2004","$23,519,128"
2861,"Aug 25, 2006","$19,185,184"
2862,"Nov 27, 2013","$7,018,188"
2863,"Apr 25, 2003","$325,491"
2864,"Dec 31, 2007",$0
2865,"Apr 6, 2018","$188,024,361"
2866,"Aug 10, 2001","$96,522,687"
2867,"Jul 18, 1986","$85,160,248"
2868,"Aug 13, 2014","$82,390,774"
2869,"Oct 17, 1997","$72,250,091"
2870,"Oct 22, 1964","$72,000,000"
2871,"Oct 22, 2004","$71,502,303"
2872,"Nov 15, 2013","$70,525,195"
2873,"Feb 13, 2009","$65,002,019"
2874,"Sep 28, 2012","$65,001,093"
2875,"Aug 5, 1998","$55,041,738"
2876,"Apr 5, 2013","$54,239,856"
2877,"Aug 27, 2004","$53,652,140"
2878,"Oct 29, 2010","$45,710,178"
2879,"Feb 20, 2015","$44,480,275"
2880,"Nov 11, 2016","$42,065,185"
2881,"Mar 10, 2006","$41,778,863"
2882,"Mar 1, 2002","$37,939,782"
2883,"Oct 10, 2003","$37,667,746"
2884,"Jan 26, 2007","$35,662,731"
2885,"Oct 2, 1998","$30,331,165"
2886,"Mar 4, 2011","$27,865,571"
2887,"Mar 5, 2010","$27,163,593"
2888,"Jul 9, 1982","$26,918,576"
2889,"Aug 20, 2010","$24,719,879"
2890,"Sep 5, 2003","$22,734,486"
2891,"Mar 31, 2006","$21,170,563"
2892,"Aug 24, 2001","$19,693,891"
2893,"Dec 11, 1998","$16,316,273"
2894,"Mar 24, 2006","$15,680,099"
2895,"Nov 27, 2002","$12,840,842"
2896,"Oct 1, 1999","$11,634,458"
2897,"Jul 24, 1987","$11,227,824"
2898,"May 29, 1963","$10,000,000"
2899,"Jun 5, 2009","$8,677,425"
2900,"Apr 21, 2006","$7,314,027"
2901,"Jan 25, 2008","$7,070,641"
2902,"Feb 24, 2006","$6,855,137"
2903,"Aug 24, 2012","$4,936,819"
2904,"Apr 30, 2004","$2,694,071"
2905,"Aug 29, 1986","$2,315,000"
2906,"Dec 25, 2010","$2,231,474"
2907,"Jan 1, 1981","$2,110,050"
2908,"Oct 17, 2003","$1,569,918"
2909,"Jun 10, 2016","$1,361,045"
2910,"Nov 14, 2007","$275,380"
2911,"Jun 26, 2015","$195,792"
2912,"Sep 26, 2017",$0
2913,"Jun 23, 2009",$0
2914,"Oct 21, 1977",$0
2915,"Jul 12, 2019",$0
2916,"Mar 11, 2016","$6,469,813"
2917,"Nov 10, 2006","$223,202"
2918,"Nov 27, 1991","$58,011,485"
2919,"Dec 11, 1987","$43,848,100"
2920,"Dec 11, 1995","$42,993,774"
2921,"Aug 18, 2006","$39,868,642"
2922,"Aug 3, 2007","$18,663,911"
2923,"Dec 19, 2003","$13,005,485"
2924,"Sep 21, 2007","$11,892,415"
2925,"Dec 31, 2007",$0
2926,"Jun 2, 1989","$95,860,116"
2927,"Dec 16, 1994","$127,175,374"
2928,"Jul 14, 1989","$92,823,546"
2929,"May 19, 2000","$68,525,609"
2930,"Dec 8, 1982","$53,977,250"
2931,"Jan 15, 1999","$52,894,169"
2932,"May 25, 2012","$45,512,466"
2933,"Nov 25, 2011","$44,667,095"
2934,"Jan 9, 2009","$42,670,410"
2935,"Aug 2, 2002","$40,363,530"
2936,"Oct 6, 2006","$39,517,763"
2937,"Dec 29, 2006","$37,634,615"
2938,"Feb 4, 2011","$37,300,107"
2939,"Feb 2, 2007","$35,374,833"
2940,"Mar 2, 2001","$33,357,476"
2941,"Aug 9, 1991","$29,090,445"
2942,"Jun 27, 2001","$28,734,552"
2943,"Apr 11, 2001","$27,087,695"
2944,"Sep 12, 2008","$26,902,075"
2945,"Apr 20, 2007","$23,618,786"
2946,"Aug 15, 2008","$23,216,709"
2947,"Jun 16, 2000","$21,799,652"
2948,"Jun 13, 2018","$20,537,137"
2949,"Nov 18, 1994","$19,284,974"
2950,"Mar 12, 2010","$19,068,240"
2951,"Oct 11, 2002","$16,357,770"
2952,"Sep 18, 2009","$16,204,793"
2953,"Mar 3, 2000","$15,427,192"
2954,"Jan 30, 1987","$14,792,779"
2955,"Jul 18, 2003","$14,108,518"
2956,"Oct 3, 2014","$14,019,924"
2957,"May 28, 2004","$13,922,211"
2958,"Dec 9, 1988","$13,854,000"
2959,"Jun 29, 2012","$12,431,792"
2960,"May 28, 1999","$11,810,854"
2961,"Sep 3, 2004","$11,540,112"
2962,"Oct 19, 1979","$8,400,000"
2963,"Mar 7, 1986","$5,900,000"
2964,"Nov 18, 2016","$5,083,906"
2965,"May 3, 2002","$4,839,383"
2966,"Sep 15, 2000","$4,734,235"
2967,"Aug 13, 1999","$4,217,115"
2968,"Oct 19, 2007","$3,287,315"
2969,"Nov 14, 2014","$2,429,989"
2970,"Apr 5, 2013","$2,322,593"
2971,"May 16, 2014","$2,013,456"
2972,"Aug 15, 1997","$1,686,429"
2973,"Dec 21, 2005","$1,669,971"
2974,"Jul 25, 2008","$1,477,650"
2975,"Oct 1, 2014","$705,908"
2976,"Sep 24, 2010","$337,997"
2977,"Dec 31, 2008","$31,631"
2978,"Nov 2, 2012","$3,361"
2979,"May 11, 2010",$0
2980,"Mar 9, 2010",$0
2981,"Dec 31, 2013",$0
2982,"Dec 21, 2018","$39,282,227"
2983,"Jun 21, 2002","$13,571,817"
2984,"Jun 8, 2007","$10,299,782"
2985,"Nov 15, 2002","$1,693,000"
2986,"Apr 13, 2007","$1,237,615"
2987,"Apr 22, 2005","$517,262"
2988,"Feb 26, 2010","$318,623"
2989,"Sep 27, 2002","$81,525"
2990,"Mar 31, 2006","$7,802,450"
2991,"Nov 16, 1990","$285,761,243"
2992,"Dec 5, 1984","$234,760,478"
2993,"May 16, 1986","$179,800,601"
2994,"Dec 17, 1982","$177,200,000"
2995,"Nov 25, 1987","$167,780,960"
2996,"Nov 26, 2010","$138,797,449"
2997,"Sep 15, 1999","$130,058,047"
2998,"Dec 8, 2000","$128,067,808"
2999,"Dec 9, 1988","$111,936,388"
3000,"Dec 20, 1996","$103,046,663"
3001,"Aug 11, 2017","$102,092,201"
3002,"Oct 25, 2013","$102,003,019"
3003,"Jun 28, 1978","$98,800,000"
3004,"Dec 18, 1985","$93,589,701"
3005,"Nov 28, 2014","$91,125,143"
3006,"Mar 30, 1988","$73,839,613"
3007,"Nov 18, 1959","$73,000,000"
3008,"Jan 18, 2013","$71,628,180"
3009,"Oct 10, 1980","$69,847,348"
3010,"Mar 7, 1980","$67,182,787"
3011,"Mar 6, 1987","$65,192,350"
3012,"Mar 19, 2010","$64,003,625"
3013,"Jul 29, 1983","$61,400,000"
3014,"Aug 31, 2007","$58,269,151"
3015,"Sep 30, 2006","$56,441,711"
3016,"Oct 12, 2007","$55,204,525"
3017,"Feb 3, 2012","$54,333,290"
3018,"Dec 21, 1994","$50,003,303"
3019,"Jan 1, 1979","$50,000,000"
3020,"Aug 10, 2018","$49,275,340"
3021,"Feb 3, 2006","$47,860,214"
3022,"Feb 8, 2002","$47,811,275"
3023,"Aug 15, 1997","$44,906,632"
3024,"Dec 25, 1997","$43,057,470"
3025,"Feb 22, 2013","$42,930,462"
3026,"May 2, 2003","$42,734,455"
3027,"Dec 4, 2015","$42,725,475"
3028,"Sep 21, 2012","$41,003,371"
3029,"Dec 25, 1998","$40,283,321"
3030,"Jun 9, 1993","$39,100,956"
3031,"Dec 14, 2001","$37,882,551"
3032,"Dec 3, 2014","$37,880,356"
3033,"Dec 16, 1962","$37,495,385"
3034,"Nov 7, 2014","$35,893,537"
3035,"Sep 16, 2011","$35,060,689"
3036,"Mar 31, 2000","$35,007,180"
3037,"Oct 10, 1966","$34,562,222"
3038,"Nov 23, 2018","$34,366,783"
3039,"Apr 18, 2003","$34,308,901"
3040,"Sep 4, 2009","$33,862,903"
3041,"Apr 28, 2000","$33,771,174"
3042,"Aug 28, 2009","$33,392,973"
3043,"Mar 13, 2009","$32,752,215"
3044,"Feb 18, 2005","$32,647,042"
3045,"Feb 4, 2005","$31,726,995"
3046,"Sep 25, 1987","$30,857,000"
3047,"Jul 12, 2002","$30,259,652"
3048,"Dec 25, 2007","$30,226,144"
3049,"Aug 22, 2014","$30,127,963"
3050,"Jun 12, 1981","$30,000,000"
3051,"Feb 20, 2004","$29,331,068"
3052,"Apr 17, 1998","$29,145,924"
3053,"May 11, 2007","$28,638,916"
3054,"Apr 11, 1997","$28,084,357"
3055,"Apr 21, 2000","$27,441,122"
3056,"Sep 8, 2017","$27,020,284"
3057,"Oct 27, 2000","$26,421,314"
3058,"Oct 10, 1997","$26,410,771"
3059,"Jul 23, 2010","$26,167,002"
3060,"Aug 27, 2014","$25,018,119"
3061,"May 3, 1996","$24,769,466"
3062,"Dec 28, 2005","$23,089,926"
3063,"Nov 5, 1993","$22,954,968"
3064,"Jan 15, 1993","$22,189,039"
3065,"Sep 22, 2000","$21,468,807"
3066,"Mar 29, 2013","$21,403,519"
3067,"Oct 20, 2006","$21,000,147"
3068,"Mar 23, 2007","$20,804,166"
3069,"Apr 29, 2016","$20,591,853"
3070,"Dec 22, 2010","$20,218,921"
3071,"Oct 11, 2002","$19,161,999"
3072,"Oct 13, 2006","$18,844,784"
3073,"Jul 24, 1998","$17,507,368"
3074,"Mar 6, 1998","$17,498,804"
3075,"Jul 25, 2014","$17,237,855"
3076,"Jun 26, 2009","$17,017,811"
3077,"Jan 28, 2000","$16,500,786"
3078,"Nov 2, 2012","$15,634,090"
3079,"May 11, 1984","$15,136,870"
3080,"Feb 1, 2019","$14,998,027"
3081,"Nov 30, 2012","$14,945,541"
3082,"Apr 20, 2001","$14,249,005"
3083,"Aug 19, 2011","$13,843,771"
3084,"Jun 25, 2004","$13,337,299"
3085,"Oct 2, 2009","$13,077,184"
3086,"Jan 11, 2008","$12,981,269"
3087,"Jan 23, 2008","$12,898,847"
3088,"Sep 1, 2000","$12,801,190"
3089,"Jan 20, 2017","$12,786,053"
3090,"Aug 25, 2006","$12,669,914"
3091,"Apr 25, 2003","$12,212,417"
3092,"Oct 11, 2002","$11,660,180"
3093,"Aug 27, 1999","$11,614,954"
3094,"Apr 3, 1998","$11,156,471"
3095,"Mar 1, 1989","$10,763,469"
3096,"Nov 25, 1998","$10,513,979"
3097,"Mar 24, 2000","$10,494,147"
3098,"Oct 8, 2004","$10,411,980"
3099,"Dec 18, 1985","$9,929,135"
3100,"Apr 23, 1993","$9,579,068"
3101,"Mar 2, 2007","$9,396,870"
3102,"Feb 21, 2003","$9,237,470"
3103,"Jun 22, 2007","$9,176,787"
3104,"Sep 30, 1983","$8,921,050"
3105,"Sep 23, 2016","$8,874,389"
3106,"Mar 24, 2000","$8,735,529"
3107,"Mar 21, 2003","$8,586,376"
3108,"May 22, 2002","$8,378,141"
3109,"May 21, 1999","$8,322,608"
3110,"May 5, 2006","$8,117,637"
3111,"Feb 8, 2008","$7,800,825"
3112,"Jan 4, 2013","$7,597,898"
3113,"Oct 8, 2001","$7,219,578"
3114,"Jun 8, 2018","$6,708,137"
3115,"Aug 20, 2008","$6,409,528"
3116,"Aug 21, 2009","$6,382,178"
3117,"Jun 19, 2009","$5,306,706"
3118,"Jul 19, 2000","$5,217,498"
3119,"Dec 14, 2005","$5,027,684"
3120,"Sep 24, 1999","$4,956,401"
3121,"Sep 28, 2007","$4,604,982"
3122,"Oct 21, 2005","$4,235,837"
3123,"Apr 30, 1999","$4,023,741"
3124,"Oct 30, 2015","$3,703,046"
3125,"Jan 26, 2007","$3,526,588"
3126,"Sep 22, 2010","$3,247,816"
3127,"Oct 23, 2015","$3,020,665"
3128,"Sep 15, 2010","$2,434,652"
3129,"Sep 9, 2016","$2,423,467"
3130,"Dec 25, 2003","$2,281,585"
3131,"Jul 18, 2008","$2,203,641"
3132,"Oct 22, 1999","$1,954,202"
3133,"Jan 17, 1986","$1,953,732"
3134,"Feb 3, 2017","$1,658,706"
3135,"Mar 14, 2008","$1,294,640"
3136,"Jun 2, 2006","$1,200,216"
3137,"Nov 12, 1999","$824,295"
3138,"Jan 25, 2002","$673,414"
3139,"Oct 16, 2015","$632,542"
3140,"Dec 1, 1995","$529,766"
3141,"Apr 26, 2013","$528,731"
3142,"Feb 6, 2004","$501,752"
3143,"Jul 25, 2003","$353,743"
3144,"Apr 25, 2003","$220,944"
3145,"Aug 27, 2010","$123,570"
3146,"Oct 23, 2009","$102,458"
3147,"Dec 31, 1996","$76,382"
3148,"Aug 1, 2008","$73,548"
3149,"Sep 6, 2013","$61,847"
3150,"Nov 4, 2011","$30,680"
3151,"Oct 25, 2002","$22,723"
3152,"Oct 5, 2007","$22,441"
3153,"Dec 6, 2013",$0
3154,"May 5, 2015",$0
3155,"Oct 10, 2014",$0
3156,"Dec 31, 2015",$0
3157,"Dec 31, 2008",$0
3158,"Feb 5, 2010",$0
3159,"Dec 31, 2005",$0
3160,"Feb 17, 2017",$0
3161,"Sep 1, 2015",$0
3162,"Jun 29, 2001",$0
3163,"Aug 14, 2019",$0
3164,"Feb 12, 1993","$70,906,973"
3165,"Jul 1, 2015","$66,013,057"
3166,"Nov 1, 1996","$46,338,728"
3167,"Jul 22, 2011","$7,691,700"
3168,"Jun 5, 2015",$0
3169,"Aug 7, 1992","$101,157,447"
3170,"Jan 27, 2006","$74,205"
3171,"Mar 23, 1990","$178,406,268"
3172,"Sep 18, 1987","$156,645,693"
3173,"Nov 12, 2008","$141,330,703"
3174,"Dec 17, 1974","$116,000,000"
3175,"May 25, 1988","$109,306,210"
3176,"Dec 20, 1989","$70,001,698"
3177,"Oct 1, 1993","$68,856,263"
3178,"Jan 12, 2007","$61,356,221"
3179,"Jan 16, 2009","$51,545,952"
3180,"Aug 31, 2012","$49,130,588"
3181,"Oct 22, 1982","$47,212,904"
3182,"Jul 13, 1977","$46,800,000"
3183,"Sep 25, 1998","$38,116,707"
3184,"Dec 9, 1981","$35,856,053"
3185,"Feb 24, 2012","$35,025,791"
3186,"Jan 18, 1991","$34,729,091"
3187,"Dec 21, 1988","$34,700,000"
3188,"Oct 8, 1999","$30,628,981"
3189,"Jan 13, 2012","$29,959,436"
3190,"Jul 23, 1993","$27,450,453"
3191,"Oct 4, 2002","$25,571,351"
3192,"Mar 8, 2002","$25,482,931"
3193,"Jun 17, 1977","$25,011,000"
3194,"Mar 12, 2010","$20,255,281"
3195,"Oct 27, 1995","$19,637,147"
3196,"May 5, 2006","$16,298,046"
3197,"Aug 22, 2003","$15,549,702"
3198,"Aug 7, 2009","$15,515,460"
3199,"Oct 25, 1996","$15,171,475"
3200,"Aug 21, 1998","$15,064,948"
3201,"May 14, 1999","$14,395,874"
3202,"Jun 22, 1977","$13,800,000"
3203,"Apr 26, 2002","$13,121,555"
3204,"May 13, 1994","$13,024,170"
3205,"Mar 16, 2007","$12,559,771"
3206,"Feb 20, 2015","$12,314,651"
3207,"Nov 17, 2006","$11,242,801"
3208,"Feb 2, 2001","$10,397,365"
3209,"Oct 26, 2012","$9,409,538"
3210,"Apr 23, 1999","$6,552,255"
3211,"Nov 30, 2007","$5,990,075"
3212,"Oct 6, 2006","$5,463,019"
3213,"Apr 21, 2000","$5,108,820"
3214,"Mar 26, 1999","$4,741,987"
3215,"Oct 23, 2015","$4,702,420"
3216,"Oct 27, 2006","$4,299,773"
3217,"Dec 19, 2014","$3,958,546"
3218,"Sep 7, 2001","$3,100,650"
3219,"May 22, 2009","$2,656,784"
3220,"Mar 31, 1995","$2,461,628"
3221,"Aug 6, 2010","$1,755,212"
3222,"Jan 1, 1978","$1,000,000"
3223,"Jun 25, 2010","$403,952"
3224,"Jan 24, 2003","$274,299"
3225,"Sep 26, 2008","$266,967"
3226,"Sep 30, 2011","$47,185"
3227,"Nov 1, 2016",$0
3228,"Oct 27, 2009",$0
3229,"Dec 9, 2005","$83,043,761"
3230,"Jul 1, 1995","$56,598,476"
3231,"Dec 31, 2008",$0
3232,"Mar 30, 1990","$135,265,915"
3233,"Oct 5, 1956","$85,400,591"
3234,"Nov 8, 2002","$15,901,849"
3235,"Oct 12, 2012","$15,024,049"
3236,"Nov 22, 2000","$7,060,876"
3237,"Jan 29, 1982","$6,118,683"
3238,"Feb 18, 2005","$5,501,940"
3239,"Mar 2, 2001","$687,081"
3240,"Apr 1, 2011","$164,247"
3241,"Apr 4, 2014","$2,614,251"
3242,"Dec 17, 2004","$2,086,345"
3243,"Sep 12, 2014","$52,543,632"
3244,"Dec 23, 1987","$123,922,370"
3245,"Dec 3, 2010","$106,954,678"
3246,"Jan 12, 2001","$91,038,276"
3247,"Feb 11, 2011","$73,013,910"
3248,"Jul 4, 2018","$69,488,745"
3249,"Mar 16, 2016","$61,705,123"
3250,"Feb 11, 2000","$60,008,303"
3251,"Jan 23, 2004","$57,924,679"
3252,"Dec 11, 1974","$57,300,000"
3253,"Jun 24, 2016","$55,121,623"
3254,"Jul 17, 1987","$53,424,681"
3255,"Aug 19, 1988","$49,369,899"
3256,"Nov 21, 2007","$49,121,934"
3257,"Feb 14, 2014","$48,637,684"
3258,"Dec 15, 2000","$46,729,374"
3259,"Aug 12, 1988","$44,726,644"
3260,"Oct 10, 2014","$44,137,712"
3261,"Jul 2, 2014","$38,934,842"
3262,"Mar 31, 1999","$38,177,966"
3263,"May 10, 2002","$28,972,187"
3264,"Feb 5, 1993","$27,979,399"
3265,"Mar 12, 1999","$27,151,490"
3266,"Apr 24, 1998","$27,066,941"
3267,"Nov 9, 1990","$26,904,572"
3268,"Jul 10, 1996","$26,570,048"
3269,"Mar 1, 2013","$25,682,380"
3270,"Nov 21, 2007","$25,593,755"
3271,"Apr 10, 2015","$25,440,971"
3272,"Oct 29, 1999","$22,858,926"
3273,"Sep 7, 2001","$22,235,901"
3274,"Mar 11, 2016","$18,704,596"
3275,"Mar 22, 2013","$18,007,317"
3276,"Sep 21, 2012","$17,742,948"
3277,"Jun 29, 2001","$16,929,123"
3278,"Aug 28, 1998","$16,757,163"
3279,"Oct 16, 2015","$14,677,674"
3280,"Oct 16, 2015","$14,394,097"
3281,"Dec 20, 2006","$13,756,082"
3282,"May 29, 2009","$12,749,992"
3283,"Feb 23, 2007","$11,003,643"
3284,"Jun 12, 1998","$10,020,081"
3285,"Jul 17, 2015","$8,178,001"
3286,"May 8, 1998","$8,064,972"
3287,"Sep 9, 2016","$8,005,586"
3288,"Apr 13, 1994","$7,881,335"
3289,"Aug 4, 1999","$6,276,869"
3290,"Nov 10, 1999","$5,871,603"
3291,"Aug 24, 2001","$5,002,310"
3292,"Feb 1, 2002","$4,919,896"
3293,"May 4, 2007","$4,857,374"
3294,"Dec 7, 2018","$3,703,182"
3295,"Aug 24, 2007","$3,172,382"
3296,"Mar 26, 2010","$3,075,255"
3297,"Mar 2, 2001","$3,058,380"
3298,"Dec 4, 2015","$2,703,296"
3299,"Apr 5, 1996","$2,104,439"
3300,"Feb 26, 2010","$2,087,720"
3301,"Dec 3, 2010","$2,037,459"
3302,"Jul 24, 2015","$1,784,763"
3303,"Mar 17, 2006","$1,173,673"
3304,"May 14, 1993","$1,152,117"
3305,"Oct 13, 2006","$1,151,330"
3306,"Jul 29, 2011","$1,024,175"
3307,"Aug 14, 2015","$656,688"
3308,"Dec 29, 2000","$622,023"
3309,"Dec 23, 2011","$303,877"
3310,"Jun 18, 2010","$217,277"
3311,"Mar 30, 2012",$0
3312,"Dec 31, 2019",$0
3313,"Mar 15, 2013","$51,872,378"
3314,"Aug 5, 2016","$1,022,720"
3315,"Sep 12, 2014","$10,724,389"
3316,"Jul 12, 2002","$28,436,931"
3317,"Sep 3, 2010","$26,593,646"
3318,"Dec 19, 2002","$21,078,145"
3319,"Feb 12, 1982","$20,959,585"
3320,"Nov 22, 2002","$14,060,950"
3321,"Sep 10, 1993","$12,281,000"
3322,"Sep 11, 2009","$11,965,282"
3323,"Sep 30, 1992","$10,725,228"
3324,"Nov 7, 2008","$9,046,156"
3325,"Apr 2, 1982","$7,000,000"
3326,"May 25, 1979","$7,000,000"
3327,"Oct 15, 2010","$6,797,696"
3328,"Oct 12, 2007","$5,956,480"
3329,"May 21, 2010","$4,360,548"
3330,"Sep 22, 2000","$4,157,491"
3331,"Dec 17, 2010","$2,039,869"
3332,"Dec 31, 1997","$1,612,957"
3333,"Nov 1, 1996","$1,212,799"
3334,"Sep 3, 2004","$1,110,186"
3335,"Apr 16, 2010","$1,089,445"
3336,"Oct 5, 2012","$677,200"
3337,"Mar 1, 2013","$292,562"
3338,"May 4, 2012","$10,011"
3339,"Nov 18, 1988","$48,092,846"
3340,"Jun 20, 1975","$260,000,000"
3341,"Dec 26, 1973","$230,347,346"
3342,"Jun 6, 2014","$124,872,350"
3343,"Jul 9, 1999","$101,800,948"
3344,"Apr 20, 2012","$91,547,205"
3345,"Apr 16, 2014","$91,386,097"
3346,"Dec 12, 1986","$79,817,937"
3347,"Jun 4, 1982","$78,912,963"
3348,"Sep 13, 2002","$75,781,642"
3349,"Jun 3, 1983","$74,433,837"
3350,"Feb 4, 1994","$72,217,396"
3351,"Feb 24, 2012","$70,012,847"
3352,"Feb 8, 1985","$65,532,576"
3353,"Aug 11, 2006","$65,328,121"
3354,"Feb 3, 2012","$64,575,175"
3355,"Dec 20, 1996","$63,118,386"
3356,"Jan 1, 1970","$62,500,000"
3357,"Mar 2, 2012","$54,731,865"
3358,"Nov 10, 2017","$54,513,740"
3359,"Nov 25, 2016","$51,739,495"
3360,"May 4, 2018","$50,316,123"
3361,"Dec 25, 1997","$39,673,162"
3362,"Nov 18, 1983","$39,012,241"
3363,"Apr 25, 2008","$38,108,728"
3364,"Nov 22, 2013","$37,709,979"
3365,"Nov 6, 1981","$37,400,000"
3366,"Feb 15, 2002","$37,188,667"
3367,"Jul 24, 2015","$32,000,304"
3368,"Oct 10, 2008","$31,691,811"
3369,"Aug 21, 2002","$31,597,131"
3370,"Feb 1, 2008","$31,418,697"
3371,"Apr 7, 2004","$31,203,964"
3372,"Dec 21, 2001","$31,155,435"
3373,"Oct 7, 1960","$30,000,000"
3374,"Sep 1, 2006","$27,838,408"
3375,"Dec 11, 1992","$27,281,507"
3376,"Aug 12, 2016","$27,007,844"
3377,"Oct 25, 2002","$25,885,000"
3378,"Jul 5, 2012","$25,326,071"
3379,"Dec 12, 2014","$25,317,379"
3380,"Sep 11, 1998","$22,921,898"
3381,"Apr 28, 1967","$22,744,718"
3382,"Jun 15, 1979","$22,673,340"
3383,"Jan 30, 2015","$22,348,241"
3384,"May 14, 2010","$21,540,363"
3385,"Sep 10, 1999","$21,133,087"
3386,"Jan 13, 1995","$21,089,146"
3387,"Jan 1, 1978","$19,000,000"
3388,"Mar 11, 2005","$18,761,993"
3389,"Mar 3, 2006","$18,597,342"
3390,"Nov 15, 2013","$17,654,912"
3391,"Jan 9, 2004","$17,321,573"
3392,"Oct 5, 2001","$17,292,381"
3393,"Dec 9, 2011","$16,311,571"
3394,"Nov 1, 2013","$15,323,921"
3395,"Dec 14, 2018","$14,915,773"
3396,"Jul 14, 2017","$14,301,505"
3397,"Aug 6, 1997","$14,010,363"
3398,"Oct 30, 1998","$12,905,901"
3399,"Oct 3, 2008","$12,796,861"
3400,"Mar 20, 1981","$12,200,000"
3401,"Dec 12, 2003","$11,634,362"
3402,"Feb 10, 1982","$11,487,676"
3403,"Apr 21, 2017","$11,368,012"
3404,"Dec 3, 2004","$11,050,094"
3405,"Mar 22, 2002","$10,198,766"
3406,"Oct 13, 2017","$10,051,659"
3407,"Dec 5, 2008","$8,195,551"
3408,"Sep 14, 2012","$7,919,574"
3409,"Oct 24, 1960","$7,900,000"
3410,"May 12, 2000","$6,982,680"
3411,"Oct 20, 2006","$6,860,000"
3412,"Sep 3, 1993","$6,730,578"
3413,"Jun 1, 2012","$5,669,081"
3414,"Nov 17, 2006","$5,549,923"
3415,"Nov 20, 1998","$5,078,660"
3416,"Jun 20, 2003","$4,922,166"
3417,"Jun 6, 1986","$4,884,663"
3418,"Mar 22, 1996","$4,880,941"
3419,"Oct 22, 2003","$4,717,455"
3420,"Feb 22, 2008","$3,950,294"
3421,"Feb 13, 2009","$3,149,034"
3422,"Nov 15, 2013","$2,883,879"
3423,"Feb 15, 2002","$2,326,407"
3424,"Mar 9, 2007","$2,201,923"
3425,"Nov 13, 1981","$2,104,164"
3426,"Mar 19, 1999","$2,062,406"
3427,"Jun 14, 2002","$1,779,284"
3428,"Mar 1, 2013","$1,703,125"
3429,"Mar 7, 2008","$1,506,998"
3430,"Aug 5, 2005","$1,442,338"
3431,"Mar 11, 2011","$1,188,194"
3432,"Sep 30, 2005","$870,067"
3433,"Apr 20, 2012","$793,352"
3434,"Jun 4, 2010","$550,472"
3435,"Jul 20, 2001","$450,594"
3436,"Oct 4, 2002","$378,650"
3437,"Apr 18, 2008","$303,439"
3438,"Oct 31, 1997","$220,175"
3439,"Sep 28, 2007","$214,202"
3440,"Jan 6, 2006","$196,857"
3441,"Sep 3, 2010","$190,946"
3442,"Sep 17, 1999","$178,287"
3443,"Mar 9, 2001","$146,028"
3444,"Nov 7, 2009","$122,558"
3445,"Oct 9, 2015","$17,484"
3446,"Aug 19, 2011","$17,479"
3447,"Nov 11, 2015","$14,616"
3448,"Apr 7, 2009",$0
3449,"Dec 31, 2015",$0
3450,"Dec 31, 2011",$0
3451,"Feb 10, 2010",$0
3452,"Oct 19, 2013",$0
3453,"Oct 3, 2014",$0
3454,"Oct 30, 2015",$0
3455,"Jun 5, 2009",$0
3456,"Sep 23, 2016","$2,022,115"
3457,"Dec 10, 1999","$81,897"
3458,"Mar 20, 1998","$48,856"
3459,"Nov 20, 2015","$12,711,491"
3460,"Apr 21, 1989","$57,469,179"
3461,"Jan 22, 2016","$35,593,113"
3462,"Nov 27, 2009",$0
3463,"Oct 9, 2009","$15,000"
3464,"May 25, 1977","$460,998,007"
