,studio,domestic_gross
2969,FoxS,800000.0
2970,RAtt.,1400000.0
2971,IFC,1300000.0
2972,Cohen,1300000.0
2973,CBS,1300000.0
2974,PNT,1200000.0
2975,MOM,14800.0
2976,RAtt.,1100000.0
2977,SPC,1000000.0
2978,SV,1000000.0
2979,Magn.,956000.0
2980,Cohen,954000.0
2981,Yash,930000.0
2982,MBox,881000.0
2983,Zeit.,820000.0
2984,Gathr,727000.0
2985,BG,123000.0
2986,Par.,692000.0
2987,Osci.,692000.0
2988,Eros,690000.0
2989,MBox,604000.0
2990,Wein.,156000.0
2991,FUN,519000.0
2992,CJ,507000.0
2993,Vita.,360000.0
2994,BST,490000.0
2995,BG,444000.0
2996,KL,378000.0
2997,Orion,336000.0
2998,GK,312000.0
2999,Elev.,310000.0
3000,GK,310000.0
3001,SPC,302000.0
3002,FM,272000.0
3003,IFC,263000.0
3004,IFC,260000.0
3005,Magn.,258000.0
3006,CJ,253000.0
3007,FUN,248000.0
3008,WGUSA,242000.0
3009,IFC,128000.0
3010,WGUSA,207000.0
3011,Jan.,184000.0
3012,FR,181000.0
3013,IFC,176000.0
3014,Abr.,174000.0
3015,FUN,172000.0
3016,Jan.,171000.0
3017,SPC,162000.0
3018,IFC,155000.0
3019,Scre.,151000.0
3020,Magn.,151000.0
3021,Orch.,147000.0
3022,Orch.,125000.0
3023,CL,123000.0
3024,Gold.,113000.0
3025,KL,113000.0
3026,Strand,107000.0
3027,CJ,105000.0
3028,Jan.,102000.0
3029,Grav.,101000.0
3030,Eros,99600.0
3031,WGUSA,96800.0
3032,CFI,96000.0
3033,WGUSA,91300.0
3034,CJ,91000.0
3035,FIP,84500.0
3036,Strand,81100.0
3037,KL,78000.0
3038,CJ,63200.0
3039,UTMW,62500.0
3040,CLS,60300.0
3041,Crimson,54200.0
3042,Strand,50500.0
3043,GK,48200.0
3044,CL,46800.0
3045,WGUSA,43100.0
3046,Osci.,41600.0
3047,Magn.,38700.0
3048,KL,37600.0
3049,FM,33400.0
3050,IFC,33100.0
3051,WGUSA,27700.0
3052,KL,26400.0
3053,CAVU,25300.0
3054,Magn.,22900.0
3055,EF,22800.0
3056,Abr.,21900.0
3057,GK,21800.0
3058,Arrow,21000.0
3059,WGUSA,20400.0
3060,WGUSA,20400.0
3061,ADC,20200.0
3062,FM,18400.0
3063,KL,15100.0
3064,WGUSA,14200.0
3065,Sony,14000.0
3066,VE,12500.0
3067,Strand,12400.0
3068,FR,11500.0
3069,Distrib.,8500.0
3070,VE,7800.0
3071,Strand,6600.0
3072,A24,5700.0
3073,FM,5600.0
3074,Sony,5500.0
3075,VE,4200.0
3076,Hiber,3600.0
3077,Distrib.,500.0
3078,Magn.,400.0
3079,BV,678800000.0
3080,BV,700100000.0
3081,Uni.,417700000.0
3082,BV,608600000.0
3083,WB,335100000.0
3084,Fox,216400000.0
3085,Sony,213500000.0
3086,Par.,220200000.0
3087,Fox,318500000.0
3088,WB,159600000.0
3089,BV,216600000.0
3090,WB,137700000.0
3091,WGUSA,1500000.0
3092,WB,2000000.0
3093,WB,145400000.0
3094,BV,201100000.0
3095,Sony,167500000.0
3096,Uni.,270600000.0
3097,Par.,127200000.0
3098,WB,215300000.0
3099,WB (NL),101000000.0
3100,Uni.,120600000.0
3101,BV,213800000.0
3102,Sony,190200000.0
3103,Uni.,100400000.0
3104,WB (NL),117500000.0
3105,LGF,706000.0
3106,Sony,115300000.0
3107,BV,172000000.0
3108,Par.,188000000.0
3109,Uni.,85100000.0
3110,Uni.,68400000.0
3111,WB,140200000.0
3112,Uni.,59900000.0
3113,Fox,58000000.0
3114,WB,58300000.0
3115,Uni.,159300000.0
3116,WB,174500000.0
3117,WB,40900000.0
3118,WB,83200000.0
3119,MGM,115700000.0
3120,BV,99200000.0
3121,Sony,102100000.0
3122,BV,54900000.0
3123,WB,103800000.0
3124,Uni.,67700000.0
3125,Fox,51000000.0
3126,Uni.,4400000.0
3127,Fox,46900000.0
3128,Uni.,69500000.0
3129,BV,100500000.0
3130,Uni.,68500000.0
3131,Par.,67400000.0
3132,LGF,36300000.0
3133,WB (NL),69200000.0
3134,WGUSA,187000.0
3135,Uni.,44900000.0
3136,Uni.,77300000.0
3137,Studio 8,35900000.0
3138,LGF,53500000.0
3139,FoxS,34400000.0
3140,Uni.,41400000.0
3141,STX,48800000.0
3142,Uni.,60300000.0
3143,Sony,46700000.0
3144,Focus,49300000.0
3145,PNT,50300000.0
3146,Par.,43200000.0
3147,LG/S,30800000.0
3148,Uni.,16000000.0
3149,WGUSA,747000.0
3150,STX,44900000.0
3151,A24,44100000.0
3152,WB (NL),54700000.0
3153,Annapurna,47800000.0
3154,Fox,42400000.0
3155,Sony,50100000.0
3156,SGem,26000000.0
3157,LGF,33600000.0
3158,STX,39300000.0
3159,FIP,7900000.0
3160,Par.,68600000.0
3161,WB,45800000.0
3162,Fox,40800000.0
3163,STX,36100000.0
3164,WB (NL),53100000.0
3165,FoxS,32000000.0
3166,STX,31400000.0
3167,WB,36300000.0
3168,LGF,8300000.0
3169,STX,35400000.0
3170,WB,29800000.0
3171,SGem,30600000.0
3172,Uni.,46800000.0
3173,Fox,6100000.0
3174,VPD,289000.0
3175,LG/S,42500000.0
3176,LGF,43500000.0
3177,Focus,16500000.0
3178,SGem,14800000.0
3179,Par.,21700000.0
3180,Fox,12700000.0
3181,Sony,30600000.0
3182,Global Road,17900000.0
3183,Focus,24600000.0
3184,CL,70800.0
3185,Sony,14800000.0
3186,Fox,29700000.0
3187,MGM,34000000.0
3188,Par.,31700000.0
3189,Fox,17800000.0
3190,FIP,1300000.0
3191,STX,20700000.0
3192,Global Road,9600000.0
3193,Sony,1700000.0
3194,VPD,127000.0
3195,Studio 8,24000000.0
3196,LGF,25100000.0
3197,IFC,8000000.0
3198,Aviron,24600000.0
3199,Affirm,17600000.0
3200,VPD,11800000.0
3201,SGem,20900000.0
3202,Sony,20500000.0
3203,Annapurna,14900000.0
3204,Trafalgar,4200000.0
3205,WGUSA,104000.0
3206,SPC,9600000.0
3207,LGF,11100000.0
3208,ENTMP,17400000.0
3209,WB,18000000.0
3210,NGE,17500000.0
3211,A24,548000.0
3212,Amazon,7600000.0
3213,LG/S,15800000.0
3214,Focus,9400000.0
3215,BH Tilt,8900000.0
3216,BH Tilt,12000000.0
3217,BST,7700000.0
3218,Annapurna,3100000.0
3219,Uni.,10800000.0
3220,Global Road,6700000.0
3221,Magn.,1400.0
3222,Sony,1300000.0
3223,Focus,6800000.0
3224,MBox,258000.0
3225,Greenwich,1600000.0
3226,FoxS,11300000.0
3227,STX,5000000.0
3228,CJ,94500.0
3229,LGF,5700000.0
3230,GK,35800.0
3231,LGF,9200000.0
3232,FoxS,8800000.0
3233,Focus,3300000.0
3234,Focus,2000000.0
3235,LGF,448000.0
3236,Amazon,2500000.0
3237,BST,3500000.0
3238,Spanglish,2600000.0
3239,Amazon,4099999.0
3240,BST,5000000.0
3241,Distrib.,37100.0
3242,Sony,390000.0
3243,ENTMP,6100000.0
3244,Orion,6100000.0
3245,BST,6000000.0
3246,FUN,5800000.0
3247,Annapurna,1500000.0
3248,Blue Fox,91000.0
3249,BST,5100000.0
3250,LG/S,4300000.0
3251,Amazon,4600000.0
3252,BST,2300000.0
3253,VE,4300000.0
3254,Scre.,29500.0
3255,Yash,330000.0
3256,PNT,4200000.0
3257,Amazon,1400000.0
3258,Aviron,1600000.0
3259,RAtt.,3700000.0
3260,Electric,3400000.0
3261,Cohen,200000.0
3262,Magn.,3300000.0
3263,Sony,2000000.0
3264,WB,3200000.0
3265,IFC,1100000.0
3266,PNT,2800000.0
3267,Amazon,2500000.0
3268,VE,1300.0
3269,SPC,2400000.0
3270,GK,2400000.0
3271,VE,491000.0
3272,SPC,2000000.0
3273,Fathom,1900000.0
3274,SPC,1700000.0
3275,LGF,1400.0
3276,RAtt.,1400000.0
3277,SPC,1300000.0
3278,SPC,1300000.0
3279,RLJ,1200000.0
3280,Eros,1200000.0
3281,A24,1200000.0
3282,Swen,1000000.0
3283,Eros,1000000.0
3284,Cohen,1000000.0
3285,EOne,990000.0
3286,IFC,725000.0
3287,FR,905000.0
3288,PackYourBag,901000.0
3289,Uni.,833000.0
3290,GK,813000.0
3291,RAtt.,800000.0
3292,Fathom,789000.0
3293,RAtt.,750000.0
3294,WGUSA,719000.0
3295,SPC,619000.0
3296,Fathom,616000.0
3297,Fathom,583000.0
3298,Eros,567000.0
3299,SPC,566000.0
3300,Fathom,550000.0
3301,GK,525000.0
3302,CJ,501000.0
3303,SPC,466000.0
3304,SPC,462000.0
3305,Gaum.,411000.0
3306,Fathom,394000.0
3307,FM,375000.0
3308,Greenwich,365000.0
3309,Grindstone,10000.0
3310,BST,260000.0
3311,Eros,250000.0
3312,Neon,231000.0
3313,Abr.,231000.0
3314,Fathom,221000.0
3315,Fathom,194000.0
3316,Osci.,186000.0
3317,Elev.,186000.0
3318,PackYourBag,182000.0
3319,CL,181000.0
3320,CJ,179000.0
3321,MBox,177000.0
3322,VPD,170000.0
3323,Cohen,168000.0
3324,IFC,149000.0
3325,Vita.,149000.0
3326,Conglomerate,147000.0
3327,Orch.,126000.0
3328,MBox,120000.0
3329,MUBI,117000.0
3330,WGUSA,115000.0
3331,CJ,112000.0
3332,Orch.,112000.0
3333,CJ,111000.0
3334,MBox,109000.0
3335,IFC,109000.0
3336,FM,108000.0
3337,Eros,104000.0
3338,Eros,103000.0
3339,Magn.,103000.0
3340,Neon,102000.0
3341,WGUSA,101000.0
3342,Darin Southa,93200.0
3343,FM,89300.0
3344,IFC,88000.0
3345,KL,83900.0
3346,Cohen,82300.0
3347,EOne,78000.0
3348,Eros,75900.0
3349,CJ,75100.0
3350,KL,74800.0
3351,OutF,73500.0
3352,Magn.,73300.0
3353,FM,43200.0
3354,Eros,72000.0
3355,Magn.,67600.0
3356,Super,52100.0
3357,FM,50900.0
3358,Super,46300.0
3359,Cohen,44300.0
3360,KL,44200.0
3361,IFC,41900.0
3362,CL,37700.0
3363,WGUSA,37100.0
3364,Distrib.,36400.0
3365,MBox,28300.0
3366,FM,26200.0
3367,Scre.,24300.0
3368,Strand,22100.0
3369,Uni.,22000.0
3370,KL,21600.0
3371,CL,20700.0
3372,Strand,18400.0
3373,Icar.,17800.0
3374,IFC,14000.0
3375,CARUSEL,13000.0
3376,CLS,12900.0
3377,Men.,12200.0
3378,PDF,11700.0
3379,Strand,11400.0
3380,CARUSEL,10000.0
3381,Osci.,8900.0
3382,Magn.,6200.0
3383,FM,4800.0
3384,Sony,2500.0
3385,Synergetic,2400.0
3386,Grav.,1700.0
